vol,ret
0.03964295696243616,-0.004241082201231893
0.013105739336345476,-0.003843074841396711
0.009879358336429504,-0.0034450674820501767
0.008333914319021274,-0.003047060121679992
0.007403533482833844,-0.0026490527618443435
0.0063032084805618276,-0.002251045401994465
0.0048807203239208535,-0.001853038042135856
0.003997877237957616,-0.0014550306822791502
0.004048133926035511,-0.0010570233224002617
0.0026776399474808723,-0.000659015962587743
0.0016047594225058854,-0.0002610086027427045
0.0014240070734901768,0.00013699875711275565
0.0017801368522994444,0.0005350061169449747
0.002749716310906492,0.000933013476800955
0.003524612378037902,0.0013310208366547928
0.004563874726286523,0.0017290281964998575
0.005788289069550616,0.0021270355563513155
0.006863877020986562,0.0025250429162003694
0.008291934016194087,0.0029230502761537027
0.009752648408983183,0.0033210576358992092
0.012715527204579621,0.003719064995721151
0.01643985400016226,0.004117072355305572
0.021285139711347496,0.004515079715522507
0.02650199137680367,0.004913087074859545
0.0317589536602008,0.005311094435194792
0.037142721159276366,0.005709101794740388
0.042702155432883186,0.006107109153291657
0.04840370523760672,0.006505116515692742
0.054149194758084655,0.006903123874110778
0.060056205932691176,0.007301131236040204
0.06634947541458298,0.007699138589700512
0.0729300000190987,0.008097145967156223
0.07991674832558057,0.008495153313048117
0.08671980827594768,0.008893160673575581
0.09363424940880903,0.009291168033373145
0.10063992052849896,0.009689175393640502
0.10772122940721245,0.010087182755134866
0.11486604661911125,0.010485190120916213
0.12206300381860928,0.010883197471871298
0.12950156708981791,0.0112812048345308
0.14147548328059992,0.011679212182312396
0.15709422324762706,0.012077219550038234
0.17352780633899414,0.012475226912423395
0.19056554297681758,0.012873234272272324
0.20805906578233269,0.01327124163496607
0.22590251301375547,0.013669248987974053
0.24401913491181623,0.014067256353398155
0.2623523449874139,0.014465263712407955
0.2808597330899921,0.014863271071516991
0.2995090123430156,0.015261278431365929
